Date,Cash Flow,Revenue/Sales,Total Income,Tax,Net Profit,Accounts Receivable,Accounts Payable,Total Expenditure,Interest,GDP Growth,Inflation/Interest Rate,Expenses,Cap. Expenditure,Seasonality,Client Payment Trends,EBIT
27-03-2020,-4.597388709,227.5492625,-27.28139309,11.10015712,26.38849744,92.57364093,24.07170512,186.2628212,2.233711676,0.020333243,0.021656551,257.7957588,619.5075412,0.907371533,29.07223754,222.341427
28-03-2020,2.034081239,301.4574057,572.3148551,11.25771995,31.45178804,55.74660104,19.46832513,239.046485,2.425290513,0.03113112,0.015865953,170.7775313,357.7393546,0.98260689,35.57639142,123.927142
28-03-2020,-14.05689173,229.741168,139.0429332,11.0472741,28.35816343,52.15173504,19.01896688,189.6778247,2.07653431,0.027401698,0.021561164,391.0374164,523.4248432,1.143648073,35.4093924,225.48168
30-03-2020,-38.70848132,269.9388443,345.6338588,12.47891521,28.92311294,132.5010329,29.06262911,226.5362349,1.288423753,0.024897384,0.019696573,214.405683,547.2447293,0.877720534,31.88035207,120.664267
01-04-2020,-15.41037379,247.2262007,232.0495158,9.153817868,28.66856664,154.2496011,31.78120014,141.7241342,2.757274569,0.029299539,0.025952468,178.1653344,312.168886,1.140469699,32.14556016,149.369578
02-04-2020,36.81366017,239.7919475,205.7977786,10.37865044,29.90842005,97.11959514,24.63994939,-43.88171583,3.903946457,0.032156658,0.015053404,133.1448796,423.1225247,0.989616232,37.42103653,215.146265
04-04-2020,18.60062082,296.9208231,574.1240181,11.83419293,28.70360871,140.1413159,30.01766449,186.5720838,2.514721305,0.03167424,0.022299095,287.7776153,458.8466013,1.072036068,30.07525165,223.779542
04-04-2020,52.95931307,238.5736625,329.8448198,12.72925418,30.47021575,114.465441,26.80818013,342.2748136,2.680211294,0.026771017,0.020159722,269.374993,821.1239665,1.151385531,27.46166668,104.861403
04-04-2020,-11.03460484,221.2166536,451.9755823,12.82685038,30.32390427,74.19520982,21.77440123,292.6215402,3.054178204,0.034459547,0.017143712,160.2116503,83.85189492,1.175807093,34.07902566,284.318862
05-04-2020,-2.368353522,261.1652063,392.9619132,10.61461442,32.57487781,114.4558242,26.80697803,296.5397485,1.484535603,0.039536676,0.019777265,246.1161076,741.1636841,1.099653391,20.01512261,245.760502
07-04-2020,-20.05837998,265.493184,471.5561241,10.76401837,34.42000059,161.5214627,32.69018283,323.6130722,3.862011727,0.027389776,0.019021514,79.31552254,312.640953,1.024902347,21.80018489,143.621725
08-04-2020,12.87454708,332.2662673,411.5232837,9.365945119,24.13927189,98.56695844,24.8208698,208.8657591,2.661863037,0.030197146,0.021912421,214.797646,225.5841625,1.125253438,33.66254746,76.9932163
09-04-2020,-14.61413742,284.0879501,207.5511664,10.18030593,28.08536067,162.5857462,32.82321828,219.7315707,3.805485519,0.029307966,0.023778676,236.2205082,735.988426,1.041182046,26.41005279,188.407634
11-04-2020,9.367910197,222.709531,549.4400229,11.45100348,27.05227363,-4.789804164,11.90127448,138.2348105,1.913573604,0.033509457,0.019529377,336.5863848,646.3796138,1.083241476,28.45018072,164.324503
12-04-2020,-66.37341221,235.6900174,325.9365125,12.82341207,34.24357669,132.8761002,29.10951252,168.3927144,3.954449538,0.024920358,0.01774905,138.3344958,750.9037405,0.979092719,28.46189018,209.051237
13-04-2020,10.2605717,243.5479098,166.5127152,11.80620511,26.71400817,103.4818827,25.43523534,261.577115,3.120124395,0.021518841,0.020935021,97.7317897,660.1403895,1.0385069,32.88304972,170.950667
13-04-2020,-14.421923,266.6428735,335.7827259,12.05550633,24.877831,88.03970598,23.50496325,320.3884437,2.942432069,0.038592659,0.020640012,128.3657631,911.9690003,0.929786998,37.92719963,39.4034511
15-04-2020,-22.30238443,260.3228627,625.1139686,10.41816246,26.08476146,103.6704311,25.45880388,186.0553724,2.687219563,0.030677174,0.018693283,93.07451997,611.7447674,1.094071167,29.56985067,168.932245
18-04-2020,11.22953107,199.0011855,527.5332613,11.37833671,30.04541501,20.49724342,15.06215543,154.9810735,2.301177106,0.027539011,0.019749025,306.9325886,468.7045248,0.910247656,30.65651118,175.550471
19-04-2020,26.58120381,296.069826,347.7021798,11.36307146,31.31653712,91.21312449,23.90164056,200.0527959,3.460425327,0.035347524,0.025471144,323.8911436,568.5852755,1.055894172,27.81121093,250.692882
21-04-2020,15.53468227,251.5800564,347.6113444,10.19387698,31.68454353,114.2845029,26.78556286,260.1206749,2.612287896,0.02487707,0.020816634,225.6173262,748.6938257,0.998448739,25.49137831,144.144026
23-04-2020,0.070111177,237.1138282,351.7547423,11.12693048,28.31303605,159.1157618,32.38947022,55.61451839,0.926344237,0.034006047,0.019627741,297.7035957,344.1249349,1.082700707,29.6885402,334.293974
24-04-2020,-8.624762513,287.6986661,711.5121975,10.97261817,35.89076089,79.26919127,22.40864891,-29.61809531,1.606250831,0.037938053,0.015626979,210.7166704,369.6222835,1.002858308,33.07995668,47.0687559
24-04-2020,-12.97696658,229.4920863,457.2903178,12.91946163,30.34927919,67.66025588,20.95753199,144.9463151,2.351323398,0.024253959,0.024477555,192.3910682,438.2079971,0.848504965,23.8530257,304.8934
24-04-2020,30.11574989,297.4107116,464.5062471,11.1477791,26.84018822,79.92971826,22.49121478,77.92875741,2.747999187,0.037029545,0.01750935,173.3569905,79.08344025,1.10363064,32.33931814,182.054482
24-04-2020,40.16975561,261.3970015,554.5425181,12.43163411,26.13479461,136.6160847,29.57701059,149.1859802,2.454729209,0.028426866,0.015714105,175.1687207,527.6156817,1.026806744,31.37993432,268.76679
25-04-2020,-10.72148363,236.4244913,435.8183739,12.0526349,24.7249499,113.1500444,26.64375555,185.2219681,3.475176632,0.028684107,0.021739654,76.1758755,122.7742592,0.887036933,33.64778095,206.384119
25-04-2020,38.82665173,255.7058531,361.1436781,10.65326031,29.19037332,78.80959185,22.35119898,154.6751591,0.939118509,0.024491059,0.021466535,221.1403811,510.6118626,0.940870154,28.32302777,291.164443
27-04-2020,30.60168111,304.1686164,370.5475226,8.250596186,32.21397797,120.5306973,27.56633717,345.2467534,2.614870349,0.034491056,0.016211462,196.7732872,673.0579512,1.075127139,17.09102269,169.011043
28-04-2020,29.85865028,274.6323249,389.2598111,10.88209989,33.09734775,103.883102,25.48538775,232.6744765,1.04561662,0.02525256,0.025661236,259.6288579,404.6247079,1.013121023,23.26888995,112.110366
30-04-2020,18.25682612,259.978092,394.4166645,9.405934009,31.345832,138.7457996,29.84322495,230.047436,3.107769836,0.020575565,0.018455223,207.4818797,835.423174,0.873720616,30.10684956,313.640343
30-04-2020,35.55652513,274.0501677,509.1444315,8.750236196,26.67640181,71.91787624,21.48973453,262.2207144,2.424433028,0.032596328,0.017521582,186.9837039,207.8998201,0.941266988,21.54467785,190.921548
02-05-2020,13.85157292,234.7056027,407.7918829,11.52536284,30.75576092,86.89351414,23.36168927,86.11668822,2.835687978,0.029064422,0.017510116,130.3045576,738.2521363,1.080062889,27.90596593,217.724678
03-05-2020,-25.33429968,311.1698948,509.8960116,9.55159929,32.71637886,84.31567387,23.03945923,303.9111787,1.808893632,0.034648618,0.024251422,205.7722589,635.0274113,1.135177616,16.29476238,298.780153
06-05-2020,-25.15090899,325.6604279,387.892513,11.605519,30.89643953,41.45940207,17.68242526,192.4235713,3.523571945,0.036959681,0.023841454,259.0589785,156.7933503,0.937308079,26.81249218,117.443581
06-05-2020,77.3378236,244.9589542,411.7952785,12.59709984,31.56952001,111.8448111,26.48060139,267.0480617,3.333379731,0.036073064,0.024141605,108.5328807,1042.15886,0.959204703,29.18804622,247.639272
07-05-2020,14.63088107,266.9498546,100.2698973,8.624822699,27.93223989,110.4422109,26.30527636,92.8142767,2.966835442,0.030539778,0.022652449,206.9979003,487.2509429,0.941566224,33.69599981,152.808419
07-05-2020,-24.25192258,246.9925015,537.4491512,10.32414003,29.65612219,100.2045383,25.02556728,44.6241234,2.396386203,0.024851016,0.025606339,218.6434361,324.5031956,1.055352176,25.05079823,189.426452
08-05-2020,15.23964915,306.2652358,451.9732714,11.2480997,27.22263316,90.61651466,23.82706433,281.7889658,2.963885828,0.033782726,0.020009427,142.5548173,218.582561,0.736927863,29.53417311,205.782317
08-05-2020,14.46586055,235.1308406,549.7015165,10.67056356,33.67270997,43.38517032,17.92314629,237.6409526,1.934485946,0.035040243,0.022211935,152.9714956,455.9963945,0.956448469,19.62243236,79.9822511
09-05-2020,48.87962484,266.2994411,-34.43830673,12.18520793,28.28084365,83.17418709,22.89677339,109.7948446,3.184444527,0.034217632,0.01579549,218.4488679,474.5186255,0.993300155,23.23151834,137.693037
10-05-2020,32.50691364,259.2647414,713.2562057,10.26741419,32.8242106,86.29141934,23.28642742,113.0336919,3.819584715,0.030305305,0.022979635,109.3263185,520.5291057,1.111472692,17.35906813,308.085831
11-05-2020,-30.49810899,234.7937002,379.0615558,11.2647238,24.26804083,67.90890923,20.98861365,312.5434784,3.356488448,0.03672086,0.022691886,227.9938972,440.4407688,0.956541199,27.76441494,270.895295
13-05-2020,-21.01647553,290.2757514,566.2274225,11.57149547,33.37470658,93.54857153,24.19357144,81.05881071,1.916318024,0.026344684,0.01472774,128.3716501,626.645062,1.138630284,36.50936377,194.988834
14-05-2020,7.022939006,271.386677,244.0141109,11.64338562,31.33527741,116.1620343,27.02025428,364.2672953,2.789133854,0.02633736,0.018428757,285.0282954,422.4740335,0.94115479,36.23845805,219.449877
15-05-2020,26.37639997,237.3981034,491.9160858,13.28886061,32.76330078,175.447436,34.43092951,109.9379265,1.465486765,0.033131878,0.021227719,387.0262196,113.0071766,1.176927577,21.8128365,176.4606
19-05-2020,0.696176602,289.1815564,241.9876655,11.67991494,31.38279606,106.9831125,25.87288906,263.8391926,2.957912249,0.028154956,0.01513088,131.1394559,470.1277009,0.989509856,33.94028781,308.526671
19-05-2020,26.08341009,255.4253607,306.4346559,9.968315249,29.08064333,110.3020156,26.28775195,167.1381524,2.86048273,0.03093991,0.018660542,242.736629,26.50446933,0.983239696,29.40251299,183.971794
21-05-2020,-1.420196333,277.8928252,687.1047031,12.41221453,32.23368287,97.02216337,24.62777042,260.3187431,1.004146928,0.024759386,0.021558268,141.8606476,570.7541262,1.021318539,31.53973823,218.547367
25-05-2020,55.14178958,303.8128036,371.3976399,12.3086098,29.22239207,23.24915139,15.40614392,145.5885998,1.570572925,0.020836274,0.021987631,283.2763339,304.1399539,1.035695584,27.88366288,291.682412
25-05-2020,39.56379949,292.6356437,432.614931,9.393321565,32.61638986,98.93944498,24.86743062,183.7207094,2.273488883,0.037543717,0.017524917,98.77932727,532.672071,0.906463971,31.28500932,137.810281
27-05-2020,65.36548669,215.3755646,530.5101596,9.533058811,27.98091266,102.4092084,25.30115105,204.0919175,2.259312202,0.025461537,0.019646703,238.4469407,762.8149963,1.127101755,31.61946936,324.703135
07-06-2020,-30.29546412,310.4546884,474.3522832,11.001429,27.14291253,198.5296845,37.31621056,99.78125442,1.532418452,0.027864559,0.022766715,130.1608826,310.2502609,1.094485483,18.19730144,77.5630872
08-06-2020,-29.96667558,276.4014653,422.5628358,9.82519713,24.71936803,92.30556141,24.03819518,274.0824345,2.811182983,0.034533639,0.018141511,183.4412329,712.2512517,0.739136963,25.12704961,330.37137
09-06-2020,11.43575037,261.1406495,454.7441504,12.85040341,33.89758334,112.0618937,26.50773671,148.6786434,2.701178887,0.028246857,0.027713353,117.517978,413.3220867,0.942914074,25.22698579,170.185953
10-06-2020,-25.44249036,253.4790616,760.5123378,11.19808817,30.42369081,98.61152921,24.82644115,177.1400085,2.344584694,0.027574707,0.021422195,265.7880377,850.6389604,0.841449195,29.79113708,180.5841
10-06-2020,2.977934983,278.0347022,391.3571804,10.78065528,33.96334481,53.2528785,19.15660981,100.5650625,1.8953668,0.033663979,0.014423398,133.0415716,426.9694774,1.029118376,26.32333131,48.7991863
11-06-2020,-24.36660712,238.6058769,430.164857,11.44049755,31.45160911,145.7129126,30.71411407,-56.23336588,3.338965701,0.03090596,0.021685864,244.1571407,331.9014029,1.147836568,25.40670261,163.616423
13-06-2020,5.54520406,242.4940547,557.5981594,11.22801585,26.38459205,130.0773213,28.75966516,180.8972237,3.82432569,0.030143597,0.02203006,172.4721577,637.4476901,1.033226081,32.18218922,116.815478
13-06-2020,-43.56317781,250.5537809,565.8288899,12.08137101,32.62106817,131.6412779,28.95515974,441.2615422,2.113150813,0.022067349,0.020395034,190.8422103,412.8420541,1.006598605,15.98944408,151.388292
14-06-2020,-51.17982814,309.4160895,578.0545458,10.3554166,28.52604836,63.62450181,20.45306273,278.4604288,2.010266466,0.03121412,0.02112919,211.8204726,331.7100972,0.824545386,30.13666434,189.015123
15-06-2020,3.687571984,278.7628473,495.8095333,11.34165109,28.78188325,156.1117724,32.01397155,198.073962,2.892966132,0.026610849,0.018245565,139.0540263,404.4320299,0.849804889,25.84500041,276.623329
16-06-2020,-19.31792096,320.929147,228.5492631,11.13150911,28.14657427,43.92595749,17.99074469,173.7109171,2.213576496,0.042715268,0.021989696,216.8293691,491.0786936,1.044203862,32.51051032,216.608268
16-06-2020,16.8211986,255.2048935,645.0147298,11.30819947,29.21100071,123.4742838,27.93428547,202.2465893,2.388482239,0.029895224,0.019928709,322.4267651,768.4360262,0.935009361,26.49651133,224.614132
18-06-2020,20.60810992,242.4119882,228.048191,11.71556898,26.63180761,187.618225,35.95227813,254.7119115,3.091722521,0.033436775,0.020616693,137.7524171,113.1824509,0.94108899,27.27174219,112.358449
20-06-2020,-2.601772833,266.5890878,445.3953198,10.37455926,32.16743894,60.37854699,20.04731837,81.91871847,0.97251513,0.030429676,0.016331642,293.7448115,504.6161318,0.866553496,36.03740503,129.539673
21-06-2020,-7.500914854,238.8986275,286.8586225,10.91026934,32.60970896,77.34809082,22.16851135,311.4321695,3.55464186,0.034822725,0.021498063,319.8478107,624.9807189,1.015265124,29.39413361,343.898001
22-06-2020,18.36958006,273.7511301,390.379248,11.50350534,32.63775802,103.9860546,25.49825683,271.5381315,2.558144419,0.03885663,0.019716041,134.7076009,538.689715,1.066495655,32.31867229,141.183917
23-06-2020,22.30913959,194.2384863,449.3143615,12.23691097,29.22776545,79.86097384,22.48262173,271.8185726,2.170805484,0.031760302,0.023140286,83.59563159,761.9730339,1.003851807,32.28218772,332.49666
24-06-2020,-24.2264258,235.9161032,448.2035823,10.6735572,31.12104896,37.97346276,17.24668284,243.8475739,2.428612677,0.03385186,0.017022473,224.156872,485.130934,1.003235836,32.91642916,180.555104
25-06-2020,25.62004392,256.1860141,463.2881131,11.17438769,32.06686283,102.742519,25.34281487,201.9616658,2.469943484,0.024832663,0.016510255,156.2073982,463.0897116,1.033699533,38.41068947,200.183035
26-06-2020,8.676143851,263.379712,642.0566904,11.05657095,28.27530322,57.50785145,19.68848143,267.2861236,1.115038957,0.027826351,0.022321454,349.4882575,618.4659094,0.962793718,33.89829971,285.629213
02-07-2020,16.20469064,240.310817,468.0301452,9.671067799,26.4256402,118.9436972,27.36796215,259.1814134,3.695950582,0.030592877,0.02043645,202.7846032,519.862763,0.943171594,37.7360099,301.751394
04-07-2020,-33.1158413,225.6124447,363.3765047,10.91378498,32.77134972,63.22303063,20.40287883,164.5959289,2.533060506,0.02701711,0.017980811,135.8240474,421.9182523,0.931687674,30.10884083,191.134995
